"incident_county","incident_name","incident_acres_burned","incident_latitude","incident_longitude","incident_type","incident_date_created","incident_dateonly_created","created_year","created_month","incident_date_extinguished","incident_dateonly_extinguished","incident_id"
"Fresno","Pebble Fire","55","36.6760553","-119.1902259","Wildfire","2022-07-31 07:27:00-07","2022-07-31","2022","7",NULL,NULL,"974cf91d-0e78-4aa7-b7d3-99e4834fcbc2"
"Los Angeles","Sam Fire","149","34.765322","-118.732882","Wildfire","2022-08-10 09:07:00-07","2022-08-10","2022","8",NULL,NULL,"0f52278a-7102-48c5-a904-c9153187a3a2"
"Lake","Point Fire","14","38.9494","-122.6556","Wildfire","2022-08-20 12:26:17-07","2022-08-20","2022","8",NULL,NULL,"1e84bb2e-0fd6-4002-bcd2-3cb2f622be6a"
"San Diego","Border 32","4456","32.612181","-116.707395","Wildfire","2022-08-31 07:17:00-07","2022-08-31","2022","8",NULL,NULL,"68dceec6-55b8-4c87-bfa8-f80e4d7118f4"
"Shasta","Branstetter Fire ","34","40.5336","-122.3975","Wildfire","2022-09-01 05:13:00-07","2022-09-01","2022","9",NULL,NULL,"1a839916-324c-4106-b32e-753ff8a0b048"
"Mendocino","Walker Fire","124","39.3669","-123.3159","Wildfire","2022-09-01 08:59:00-07","2022-09-01","2022","9",NULL,NULL,"80ceeedb-4349-44c9-b061-2f9855d6efd6"
"Tuolumne","Woods Fire","21","37.968","-120.4013","Wildfire","2022-09-01 13:40:00-07","2022-09-01","2022","9",NULL,NULL,"f0e786a2-78d4-411a-b55a-b756c4189ffa"
"Calaveras","Tower Fire","73","38.0182816","-120.7489517","Wildfire","2022-09-02 09:18:02-07","2022-09-02","2022","9",NULL,NULL,"bb24457a-d2ad-4efc-b816-e5df69ce8e71"
"Siskiyou","Mountain Fire ","13440","41.459009","-122.627469","Wildfire","2022-09-02 08:48:00-07","2022-09-02","2022","9",NULL,NULL,"0f74249b-6f78-4266-b3f0-c61b5626d6af"
"San Diego","Caesar Fire","50","33.064629","-116.811345","Wildfire","2022-09-05 05:00:00-07","2022-09-05","2022","9",NULL,NULL,"555f187c-f8af-4a8c-87b1-2a849cf34b7f"
"Riverside","Fairview Fire","28098","33.717062","-116.893227","Wildfire","2022-09-05 09:00:00-07","2022-09-05","2022","9",NULL,NULL,"7a58bd4b-886d-40ee-b895-03e6473be505"
"Fresno","Power Fire ","130","37.080478","-119.485927","Wildfire","2022-09-06 09:23:23-07","2022-09-06","2022","9",NULL,NULL,"00b88ee4-06ed-4f40-81ac-3e23fcb1bc64"
"Placer","Dutch Fire","48","39.1902","-120.8266","Wildfire","2022-09-13 05:51:00-07","2022-09-13","2022","9",NULL,NULL,"e97ebb75-7d6d-4925-a27b-2bb9daec9fbf"
"Placer","Garden Fire","29","39.9929","-121.2122","Wildfire","2022-09-17 07:58:32-07","2022-09-17","2022","9",NULL,NULL,"4b8ffb4c-e539-4cfa-82a0-2aa148b43ee9"
"Siskiyou","97 Fire","30","41.4987","-122.3414","Wildfire","2022-09-27 01:54:50-07","2022-09-27","2022","9",NULL,NULL,"a5373b17-81bc-4a24-a844-148cb5de6b10"
"Shasta","Point Fire","10","40.417676","-122.47542","Wildfire","2023-05-21 10:45:00-07","2023-05-21","2023","5",NULL,NULL,"c2deabb9-7935-4a0a-8fba-4d4005e4bf1c"
"Yuba","Sicard Fire","13","39.2349","-121.3475","Wildfire","2023-05-30 07:05:00-07","2023-05-30","2023","5",NULL,NULL,"9f20e88a-c95e-494f-bc38-7708bac1b7a6"
"Fresno","Rodeo Fire","15","36.70984","-119.304258","Wildfire","2023-06-09 09:46:00-07","2023-06-09","2023","6",NULL,NULL,"5907b233-4523-4bdf-aef2-e02c1f8c4d68"
"Mariposa","Gulch Fire","25","37.4404","-120.1499","Wildfire","2023-06-10 08:07:00-07","2023-06-10","2023","6",NULL,NULL,"17f58280-2631-440e-9bca-cbdea1e5e373"
"Tulare","Summit Fire","1400","36.319167","-118.650278","Wildfire","2022-08-03 03:16:06-07","2022-08-03","2022","8",NULL,NULL,"48cc8ca5-b512-4dc9-bea2-a7bce86009a0"
"Yuba","Scott Fire","115","39.3256","-121.3686","Wildfire","2023-06-15 10:26:28-07","2023-06-15","2023","6",NULL,NULL,"f37b0f27-4097-482c-a948-71c62940911e"
"Tulare","Rocky Fire","141","36.3002","-119.0828","Wildfire","2023-06-18 02:31:39-07","2023-06-18","2023","6",NULL,NULL,"c57a1ed5-5b24-41ed-aca4-703339726e05"
"San Diego","Black Wood Fire","37","32.734788","-116.34461","Wildfire","2023-06-20 16:38:00-07","2023-06-20","2023","6",NULL,NULL,"4898fc42-90a5-4d10-8c7d-f21150e6f0c9"
"Riverside","Garbani Fire","43","33.656034","-117.201092","Wildfire","2023-06-20 05:55:00-07","2023-06-20","2023","6",NULL,NULL,"03aa73f8-24a4-49f7-a634-a705d1632a21"
"Riverside","Viper Fire","25","33.984167","-117.138268","Wildfire","2023-06-21 03:19:00-07","2023-06-21","2023","6",NULL,NULL,"bc067439-ea43-4ce0-b4ec-66d20bae7804"
"Amador","Carbon Fire","58","38.43948","-120.98731","Wildfire","2023-07-11 08:10:27-07","2023-07-11","2023","7",NULL,NULL,"13c0aa67-6f1a-4471-8f05-0d8810bd55e4"
"Amador","Liberty Fire","71","38.2387","-121.0089","Wildfire","2023-07-11 11:11:00-07","2023-07-11","2023","7",NULL,NULL,"9d067cfd-3688-464f-916f-95cb7793169b"
"Shasta","Wonder Fire","162","40.7316228","-122.3232056","Wildfire","2023-07-24 09:15:00-07","2023-07-24","2023","7",NULL,NULL,"3501b740-d8be-4b0b-a0c8-cf6c923ee810"
"Fresno","Long Fire","33","36.6932792","-119.1521739","Wildfire","2023-07-25 08:24:50-07","2023-07-25","2023","7",NULL,NULL,"9e60d69f-373a-45db-b23f-cebb88b82aaf"
"Kern","Scodie Fire","20","35.6967","-118.2148","Wildfire","2023-07-28 14:28:00-07","2023-07-28","2023","7",NULL,NULL,"3e418d3a-f64b-48cf-9a0a-f6f893ddf75c"
"Kern","Beale Fire","61","35.403564","-120.181725","Wildfire","2023-08-01 09:00:00-07","2023-08-01","2023","8",NULL,NULL,"5b23e547-15ae-4b24-a9dd-6d8a8298c0cd"
"Riverside","Nuevo Fire","20","33.7995","-117.11938","Wildfire","2023-08-01 03:04:00-07","2023-08-01","2023","8",NULL,NULL,"55585f3b-648c-476d-bccb-e2939fd1a670"
"Merced","RV Fire","29","36.9648","-120.8839","Wildfire","2023-08-01 06:54:00-07","2023-08-01","2023","8",NULL,NULL,"e9755bce-f853-4b18-82b7-cdf0921d62a5"
"Riverside","Stanley Fire","16","33.602019","-116.84334","Wildfire","2023-08-02 06:59:00-07","2023-08-02","2023","8",NULL,NULL,"08b36383-406f-49a5-bf71-0c629c3c0010"
"Santa Clara","Clayton Fire","68","37.368648","-121.464716","Wildfire","2023-08-03 07:28:00-07","2023-08-03","2023","8",NULL,NULL,"b76fe4cb-c4c1-423a-a62c-49a9686033c3"
"Riverside","Meadow Fire","23","33.753608","-117.279764","Wildfire","2023-09-26 07:08:23-07","2023-09-26","2023","9",NULL,NULL,"f9914d6e-0e0d-49ea-a754-5b380ce3cdf0"
"Monterey","Williams Fire","44","36.0295","-121.07148","Wildfire","2023-10-06 08:47:00-07","2023-10-06","2023","10",NULL,NULL,"28eb14f9-bffb-482a-bcec-fab0c149e6cb"
"Riverside","Stanley Fire","5","33.592915","-116.857302","Wildfire","2023-10-17 13:30:00-07","2023-10-17","2023","10",NULL,NULL,"c577f6b5-b79e-4e61-b0da-f14fd1bc6dcd"
"Riverside","Lamb Fire","13","33.85008","-116.99867","Wildfire","2023-11-14 02:48:00-08","2023-11-14","2023","11",NULL,NULL,"f5489c15-8095-4a6a-a3c1-76f78cb9cb18"
"Riverside","Adams Fire","36","33.809953","-116.246207","Wildfire","2023-11-19 10:34:00-08","2023-11-19","2023","11",NULL,NULL,"b7cb31c5-bc13-4655-ada4-80d16a36437c"
"Riverside","Sierra Fire","35","33.8438665","-117.46406","Wildfire","2023-11-20 02:38:00-08","2023-11-20","2023","11",NULL,NULL,"db81cfd7-c6f7-4fb6-9127-8d30939fcde2"
"Inyo","Cartago Fire","104","36.316401","-118.026767","Wildfire","2024-04-03 16:30:00-07","2024-04-03","2024","4",NULL,NULL,"22229c97-8035-4ba8-b1a2-1965107977ed"
"Kern","Gardner Fire","241","35.153062","-119.39529","Wildfire","2024-04-12 06:53:46-07","2024-04-12","2024","4",NULL,NULL,"0563714f-e479-41f8-a2b0-59cfacdeffe1"
"Yuba","Pendola Fire","18","39.494086","-121.070752","Wildfire","2024-04-21 07:42:00-07","2024-04-21","2024","4",NULL,NULL,"df1a7e0d-7fc9-49af-be53-4e2d5b818411"
"Kings","York Fire","181","35.817759","-120.097738","Wildfire","2024-04-21 10:26:00-07","2024-04-21","2024","4",NULL,NULL,"3ea940e2-abab-41a3-b073-6aa3ce6f8f72"
"Fresno","Refuge Fire","475","36.730979","-120.360998","Wildfire","2024-04-26 11:54:10-07","2024-04-26","2024","4",NULL,NULL,"ce64ef4a-565d-46db-b94c-b0436644cf7f"
"Merced","Billy Fire","12","37.020145","-120.99063","Wildfire","2024-04-30 03:52:10-07","2024-04-30","2024","4",NULL,NULL,"deffd3c6-f488-48d9-8ec0-43cf23d26e44"
"Kern","Dawn Fire","13","34.9117","-118.23","Wildfire","2024-05-04 10:29:05-07","2024-05-04","2024","5",NULL,NULL,"b24e4e25-08ed-410b-87bc-4222a507158b"
"Riverside","Tram Fire","14","33.858369","-116.55819","Wildfire","2024-05-04 15:09:22-07","2024-05-04","2024","5",NULL,NULL,"4aad6061-4f7d-4a62-b441-255a9c53b43e"
"Placer","Virginiatown Fire","95","38.902253","-121.201005","Wildfire","2024-05-02 13:26:30-07","2024-05-02","2024","5",NULL,NULL,"af6e0e0e-af49-4dbf-98c9-c36b1028eed7"
"Riverside","Almond Fire","40","33.903392","-116.774124","Wildfire","2024-05-07 11:34:10-07","2024-05-07","2024","5",NULL,NULL,"48e43173-82a0-4573-b842-06bec1d05ee5"
"Kern","Sherwood Fire","353","35.7193","-118.9429","Wildfire","2024-05-10 03:15:00-07","2024-05-10","2024","5",NULL,NULL,"c4439647-cf64-4a5f-bec1-3a228d5249f2"
"Fresno","Dom Fire","24","36.362559","-120.340061","Wildfire","2024-05-11 04:54:49-07","2024-05-11","2024","5",NULL,NULL,"7f75a7b7-f2dc-4817-b321-bb570f6b4991"
"Fresno","Jayne Fire","40","36.137571","-120.192362","Wildfire","2024-05-11 06:46:52-07","2024-05-11","2024","5",NULL,NULL,"6605381c-d5d9-4dde-866b-ac56c51dccb1"
"San Diego","Border 44 Fire","15","32.571374","-116.711161","Wildfire","2024-05-11 09:45:53-07","2024-05-11","2024","5",NULL,NULL,"89242de3-daa9-449d-a350-36832b8579d7"
"San Bernardino","Red Fire","148","35.388107","-117.601135","Wildfire","2024-05-11 10:28:23-07","2024-05-11","2024","5",NULL,NULL,"c137330e-e0b9-4d93-b22b-835a1fb547e7"
"San Bernardino","National Fire","80","34.602884","-117.339379","Wildfire","2024-05-12 11:49:21-07","2024-05-12","2024","5",NULL,NULL,"3ee4788b-f658-415c-879a-a11f00d10d77"
"San Diego","Love 2 Fire","18","32.7754088","-116.8004","Wildfire","2024-05-13 06:38:30-07","2024-05-13","2024","5",NULL,NULL,"dcf00ad9-98e6-44c8-b5f3-9693133814c5"
"Merced","John Fire","12","37.244144","-120.652034","Wildfire","2024-05-14 06:25:44-07","2024-05-14","2024","5",NULL,NULL,"94509745-c6c6-412e-8767-2b511381fe84"
"Kern","Cow Fire","132","35.4759526","-118.7503007","Wildfire","2024-05-15 04:41:10-07","2024-05-15","2024","5",NULL,NULL,"190200af-43ff-4874-8cd0-ea681b1582ae"
"Butte","Ranch Fire","10","39.693268","-121.449913","Wildfire","2024-05-15 11:21:47-07","2024-05-15","2024","5",NULL,NULL,"9c4b2458-d757-41c0-86cb-9cec1e9b4f83"
"San Benito","Idria Fire","29","36.490486","-120.801731","Wildfire","2024-05-15 13:53:20-07","2024-05-15","2024","5",NULL,NULL,"75070ec5-7169-459d-a57e-cb39f1768062"
"Fresno","Petrol Fire","186","36.2748148","-120.33456","Wildfire","2024-05-16 17:18:41-07","2024-05-17","2024","5",NULL,NULL,"37e3db45-6b25-4f7b-a92b-84f10d197437"
"Tehama","Hall Fire","12","40.014819","-122.129559","Wildfire","2024-05-20 01:26:44-07","2024-05-20","2024","5",NULL,NULL,"d52efcc5-01bb-4f2e-b838-7599a1f17c14"
"Glenn","Elk Fire","19","39.598771","-122.476758","Wildfire","2024-05-21 08:38:53-07","2024-05-21","2024","5",NULL,NULL,"2578f6da-a787-4269-818d-c1616b35de18"
"Modoc","Valley Fire","536","41.2449","-120.31","Wildfire","2024-05-21 06:31:09-07","2024-05-21","2024","5",NULL,NULL,"9967523f-061a-477c-9142-9660e9920a6b"
"Riverside","Harford Fire","18","33.812223","-117.340976","Wildfire","2024-05-25 05:27:38-07","2024-05-25","2024","5",NULL,NULL,"f4fa469d-e2bd-41e7-bc84-86372acdcd44"
"Riverside","Shirleon Fire","34","33.895775","-116.901498","Wildfire","2024-05-25 05:01:34-07","2024-05-25","2024","5",NULL,NULL,"dd8e4500-bd34-4dea-acde-fd1b4ff00ca3"
"Kern","Holiday Fire","398","34.8492868","-118.2554355","Wildfire","2024-05-25 07:21:00-07","2024-05-25","2024","5",NULL,NULL,"159367fb-6bee-4914-8815-84f629994473"
"Fresno","Nees Fire","47","36.850279","-120.771299","Wildfire","2024-05-25 09:19:54-07","2024-05-25","2024","5",NULL,NULL,"3dce248e-b14c-4816-aab1-3ceefc59b26a"
"Fresno","Central Fire","13","36.67799","-119.7858","Wildfire","2024-05-25 08:59:40-07","2024-05-25","2024","5",NULL,NULL,"e9e95a19-489b-4a24-b0d8-2744f72dc605"
"San Diego","Border 51 Fire","12","32.57583","-116.76972","Wildfire","2024-05-26 04:32:55-07","2024-05-26","2024","5",NULL,NULL,"3f03a89c-3bdd-4ef8-a89f-c68161ee84e4"
"San Joaquin","Flood Fire","58","38.017376","-120.944834","Wildfire","2024-05-26 11:31:45-07","2024-05-26","2024","5",NULL,NULL,"4ee5e062-f374-4790-819f-21a9c6aca2d9"
"Madera","Millerton Fire","47","37.01741","-119.689804","Wildfire","2024-05-26 10:44:30-07","2024-05-26","2024","5",NULL,NULL,"661cf1f8-a032-4812-96cc-ce45f8a0db31"
"Los Angeles","Vince Fire","22","34.50941","-118.05215","Wildfire","2024-05-27 07:29:48-07","2024-05-27","2024","5",NULL,NULL,"85074131-29f7-435f-8f43-8c9cf067bbd2"
"Fresno","Five Fire","150","36.43706","-120.393699","Wildfire","2024-05-27 21:34:43-07","2024-05-28","2024","5",NULL,NULL,"caaf80b4-1467-48b5-8517-5b55e75f5389"
"Fresno","Pepper Fire","29","36.68768","-119.158199","Wildfire","2024-05-28 08:32:47-07","2024-05-28","2024","5",NULL,NULL,"a4f1290c-c300-4ddf-a9c0-dcee4938e4eb"
"Fresno","Clark Fire","35","36.501499","-120.389098","Wildfire","2024-05-28 10:50:59-07","2024-05-28","2024","5",NULL,NULL,"f1d428ec-c2be-4b9a-bd76-86bfd6193cdc"
"Placer","Watt Fire","20","38.728881","-121.392475","Wildfire","2024-05-28 15:09:08-07","2024-05-28","2024","5",NULL,NULL,"9090538e-dcd6-451a-9641-fd08a8606707"
"Fresno","Mateo Fire","762","36.734329","-120.314598","Wildfire","2024-05-28 19:45:20-07","2024-05-29","2024","5",NULL,NULL,"a2d5f248-e4a3-4b3a-8327-83f2ba9b5be4"
"Fresno","Zediker Fire","35","36.617148","-119.520906","Wildfire","2024-05-28 16:26:32-07","2024-05-28","2024","5",NULL,NULL,"83e1720b-4a7e-4402-891c-13a834b15d6e"
"Tuolumne","County Fire","13","37.828925","-120.634375","Wildfire","2024-05-29 05:35:55-07","2024-05-29","2024","5",NULL,NULL,"8b16b848-b0c4-4a65-87d7-7222b774a7fe"
"Tehama","Bank Fire","12","40.089713","-122.398582","Wildfire","2024-05-30 02:00:08-07","2024-05-30","2024","5",NULL,NULL,"b5746d62-f66c-4bc2-a8a9-4b91bce936b2"
"Humboldt","3-9 Fire","2840","40.636317","-123.5797","Wildfire","2023-08-15 19:22:13-07","2023-08-16","2023","8",NULL,NULL,"35ef0b0b-5682-47f1-a9c7-b2258f072fc3"
"San Diego","Great 3 Fire","187","32.99611","-116.44756","Wildfire","2024-05-30 05:21:07-07","2024-05-30","2024","5",NULL,NULL,"e7d90ab8-6031-4178-826e-69bbba7e8866"
"Madera","Canal Fire","827","37.081421","-119.962104","Wildfire","2024-05-30 06:17:40-07","2024-05-30","2024","5",NULL,NULL,"20df953f-6209-4537-943d-be4061a6cdef"
"Fresno","Hawk Fire","10","36.842961","-119.601701","Wildfire","2024-05-30 06:53:25-07","2024-05-30","2024","5",NULL,NULL,"28552125-1000-40d7-b0bd-f1433fe82de4"
"Madera","Firebaugh Fire","1300","36.87565","-120.25511","Wildfire","2024-05-30 07:44:18-07","2024-05-30","2024","5",NULL,NULL,"0262b8b8-a4cd-4dcf-a1e4-ad13c7569a0a"
"San Bernardino","Valley Center Fire","10","34.879647","-116.792378","Wildfire","2024-05-28 07:58:23-07","2024-05-28","2024","5",NULL,NULL,"74f2dc61-32ff-4e11-86e5-d19112203bc0"
"San Bernardino","Yer1 Fire","10","34.88011","-116.815632","Wildfire","2024-05-28 08:51:50-07","2024-05-28","2024","5",NULL,NULL,"2cedf02a-5a4b-4a3f-b8e6-bb5f9157c546"
"San Bernardino","Nby1 Fire","10","34.812972","-116.663042","Wildfire","2024-05-28 10:47:28-07","2024-05-28","2024","5",NULL,NULL,"6db79b13-4fbf-4f00-ae3c-f7da5e388a7a"
"Los Angeles","Rosamond Fire","125","34.72107","-118.25483","Wildfire","2024-05-30 10:16:54-07","2024-05-30","2024","5",NULL,NULL,"de3e7a5d-9f8d-4c72-b60a-d40b94ac83c2"
"Madera","Tesoro Fire","109","37.01047","-119.7939","Wildfire","2024-05-31 05:40:33-07","2024-05-31","2024","5",NULL,NULL,"82165e58-8aeb-41a6-9416-8e08ccc11efe"
"Kern","Red Fire","98","35.601284","-118.4733","Wildfire","2024-05-31 08:44:00-07","2024-05-31","2024","5",NULL,NULL,"29be5ab1-03bc-46ca-b01b-5de2f4916c29"
"Tulare","Boyd Fire","36","36.573169","-119.238103","Wildfire","2024-05-31 19:28:09-07","2024-06-01","2024","6",NULL,NULL,"78c444a4-62f6-4a10-a6c5-82060428386c"
"San Joaquin","Corral Fire","14168","37.633908","-121.50259","Wildfire","2024-06-01 07:39:21-07","2024-06-01","2024","6",NULL,NULL,"6a5bdbfa-a78f-45dc-a3b2-e417abfd9f50"
"San Diego","Border 53 Fire","250","32.577083","-116.806666","Wildfire","2024-06-01 05:35:44-07","2024-06-01","2024","6",NULL,NULL,"6d453d50-3d81-4ec5-a2b5-9b207a809fe3"
"Riverside","Park Fire","13","33.790804","-116.927045","Wildfire","2024-06-02 06:58:01-07","2024-06-02","2024","6",NULL,NULL,"a952074a-0d98-4b47-a18e-f3265d778236"
"Kern","West Fire","1575","34.91","-118.254","Wildfire","2024-05-30 15:35:41-07","2024-05-30","2024","5",NULL,NULL,"c1f2703e-94b1-4008-8f24-848ce731cf73"
"Kern","Shadow Fire","86","35.619008","-118.401334","Wildfire","2024-06-02 18:06:00-07","2024-06-03","2024","6",NULL,NULL,"ef29e2fa-0e3b-4d2b-8a4d-710b4ba0c4b9"
"Alameda","Patterson Fire","95","37.714616","-121.568029","Wildfire","2024-06-03 09:21:34-07","2024-06-03","2024","6",NULL,NULL,"6fd967b4-ccbd-46c2-a039-e9d5ab8bf0b2"
"San Bernardino","Sorrel Fire","40","34.68341","-117.118935","Wildfire","2024-06-03 10:09:55-07","2024-06-03","2024","6",NULL,NULL,"f9fafd72-6c1a-4a06-864f-dcd4ff15b5b7"
"Tuolumne","Springs Fire","17","37.842308","-120.524741","Wildfire","2024-06-04 04:44:27-07","2024-06-04","2024","6",NULL,NULL,"d88897da-5b31-475a-981f-6d8367809aef"
"Fresno","Russell Fire","25","36.916374","-120.657895","Wildfire","2024-06-04 04:57:07-07","2024-06-04","2024","6",NULL,NULL,"b56fbb47-fef4-4027-b4dc-fb908dd86088"
"Kern","Road Fire","1088","35.113531","-119.48669","Wildfire","2024-06-04 10:04:00-07","2024-06-04","2024","6",NULL,NULL,"9c71fa25-b34c-44b2-82a9-ba8748df5822"
"Riverside","Lotus Fire","30","34.013717","-117.403656","Wildfire","2024-06-05 03:14:55-07","2024-06-05","2024","6",NULL,NULL,"8dc8f472-8478-4acd-abcd-53cff119034a"
"San Luis Obispo","Bitterwater ","331","35.37367","-120.094361","Wildfire","2024-06-05 04:46:38-07","2024-06-05","2024","6",NULL,NULL,"3f7e4057-f059-4878-9da0-7ee294cd77ce"
"Kings","Devil Fire","211","35.85594","-119.94084","Wildfire","2024-06-06 04:07:27-07","2024-06-06","2024","6",NULL,NULL,"db080174-df55-40f9-b969-6f7c5109ece9"
"Kern","155 Fire","55","35.692183","-118.46771","Wildfire","2024-06-06 09:55:00-07","2024-06-06","2024","6",NULL,NULL,"e7293335-36b8-4f37-b809-7fc5e0d7b7da"
"Kern","Lost Fire","3600","35.735279","-119.69294","Wildfire","2024-06-06 07:05:28-07","2024-06-06","2024","6",NULL,NULL,"2154a6a5-efaf-4c1f-a022-f9c9566a1a37"
"Fresno","Pan Fire","34","36.786999","-120.764998","Wildfire","2024-06-06 22:56:23-07","2024-06-07","2024","6",NULL,NULL,"198d519a-12b0-455d-bae4-42f078683a31"
"Santa Clara","Albers Fire","23","37.904572","-121.765839","Wildfire","2024-06-07 04:04:34-07","2024-06-07","2024","6",NULL,NULL,"9ed61dc6-ca25-4cba-a9b5-f39c07a617b8"
"Fresno","Garlock Fire","54","36.991558","-119.514348","Wildfire","2024-06-07 08:33:48-07","2024-06-07","2024","6",NULL,NULL,"8f3b0140-1a30-4433-a147-e8574581db2c"
"San Bernardino","Koala Fire","25","34.520882","-117.451094","Wildfire","2024-06-07 13:26:31-07","2024-06-07","2024","6",NULL,NULL,"6b829633-220c-4833-b6a7-f3bd61c5d97d"
"Siskiyou","Springs Fire","11","41.474683","-122.520453","Wildfire","2024-06-07 12:48:25-07","2024-06-07","2024","6",NULL,NULL,"f0c2d5f8-c9d2-41c6-81b0-9bef9d78b798"
"Alameda","Greenville Fire","44","37.72154","-121.702293","Wildfire","2024-06-08 04:02:52-07","2024-06-08","2024","6",NULL,NULL,"66cf145e-229a-4100-b7be-7d6514e3d897"
"Kern","Cody Fire","903","35.64995","-119.031458","Wildfire","2024-06-08 06:34:00-07","2024-06-08","2024","6",NULL,NULL,"4cd301ff-b6a5-4615-b67d-d458beeefd6e"
"San Diego","Aquaduct 2 Fire","110","32.84445","-117.08492","Wildfire","2024-06-08 08:48:50-07","2024-06-08","2024","6",NULL,NULL,"075f245f-4c62-4ff6-b1da-5ed9273da348"
"San Luis Obispo","Rock Fire","50","35.774138","-120.772339","Wildfire","2024-06-08 08:39:49-07","2024-06-08","2024","6",NULL,NULL,"bcf1cd5e-d4c8-49bb-9635-230e0b1057b5"
"Contra Costa","John Fire","55","38.00994","-121.91945","Wildfire","2024-06-09 10:14:18-07","2024-06-09","2024","6",NULL,NULL,"32d9aad1-a755-4e28-8697-c593e45472b8"
"Los Angeles","Forest Fire","41","34.51346","-117.785551","Wildfire","2024-06-09 10:52:59-07","2024-06-09","2024","6",NULL,NULL,"0059b627-3b2c-4f13-865d-246af0e62ee9"
"Tehama","Rawson Fire","25","40.111484","-122.232365","Wildfire","2024-06-10 03:52:00-07","2024-06-10","2024","6",NULL,NULL,"ce63986b-174f-46e1-9e29-38e7c848783f"
"Yuba","Spenceville Fire","23","39.133016","-121.309465","Wildfire","2024-06-10 04:41:00-07","2024-06-10","2024","6",NULL,NULL,"add17318-bcac-4a2a-b413-1e225d62812e"
"Calaveras","Acorn Fire","15","38.1179241","-120.79181","Wildfire","2024-06-10 06:29:30-07","2024-06-10","2024","6",NULL,NULL,"24c4eb8f-5ee7-4fa9-ad87-b3c69d6580cd"
"Alameda","Flynn Fire","23","37.719182","-121.660326","Wildfire","2024-06-11 00:53:56-07","2024-06-11","2024","6",NULL,NULL,"d4696bb6-7e95-48ee-8573-477aa199a1c2"
"Tehama","Jellys Fire","17","40.354308","-122.172379","Wildfire","2024-06-11 04:45:58-07","2024-06-11","2024","6",NULL,NULL,"06a7fc2d-2bf7-4595-8449-04bb3bcc3d5e"
"San Bernardino","Stoddard 3 Fire","472","34.72209","-117.16739","Wildfire","2024-06-11 05:31:08-07","2024-06-11","2024","6",NULL,NULL,"ff39bc4c-ad87-412a-b9bd-542cf13e9fb5"
"Riverside","Carmen Fire","64","33.91768","-116.75466","Wildfire","2024-06-11 05:48:59-07","2024-06-11","2024","6",NULL,NULL,"2ee0c53b-1f9a-461e-918d-b8a6dedc1bf3"
"Fresno","Travel Fire","10","36.074598","-120.102025","Wildfire","2024-06-11 07:57:16-07","2024-06-11","2024","6",NULL,NULL,"bb8c7694-46c8-4eb0-8fa0-0c9d4b45664f"
"San Bernardino","Hinkley Fire","126","34.89273","-117.188996","Wildfire","2024-06-11 09:13:34-07","2024-06-11","2024","6",NULL,NULL,"408d5919-b681-4480-8fcb-634bd50494fe"
"Kern","Oil Fire","214","35.506667","-119.071667","Wildfire","2024-06-11 08:15:00-07","2024-06-11","2024","6",NULL,NULL,"c0a1383e-6793-4916-a4a9-9c338ca92638"
"San Luis Obispo","Bear Fire","1410","35.293114","-119.953932","Wildfire","2024-06-12 05:13:49-07","2024-06-12","2024","6",NULL,NULL,"4009f1e2-b3ff-407e-9aa1-a211930e6bff"
"Sacramento","Grant Fire","119","38.59179","-121.17954","Wildfire","2024-06-12 08:34:05-07","2024-06-12","2024","6",NULL,NULL,"deb14d04-54d8-498d-8f44-7e318d1a194f"
"Los Angeles","Llano Fire","30","34.498542","-117.686469","Wildfire","2024-06-12 10:13:14-07","2024-06-12","2024","6",NULL,NULL,"1e0cde32-bc40-4d78-a9cd-052f304f1103"
"San Joaquin","Johnson Fire","20","38.177683","-121.033739","Wildfire","2024-06-13 05:42:35-07","2024-06-13","2024","6",NULL,NULL,"578b4cc5-a0b3-4d99-b06e-69ffc53a6220"
"Lassen","Peterson Fire","22","39.879737","-120.028888","Wildfire","2024-06-13 10:47:00-07","2024-06-13","2024","6",NULL,NULL,"cf71f1c1-3a96-4bc9-bb51-fe036b5c17c5"
"Kern","5 Fire","30","35.50256","-119.53449","Wildfire","2024-06-14 09:40:42-07","2024-06-14","2024","6",NULL,NULL,"e493c4b8-5848-4f01-ac3a-d577c393eb12"
"Santa Clara","Felipe Fire","19","37.28197","-121.73844","Wildfire","2024-06-15 02:48:59-07","2024-06-15","2024","6",NULL,NULL,"03232795-7d5f-4998-b04b-98628cdb40db"
"Butte","Rocky Fire","18","39.548761","-121.355159","Wildfire","2024-06-15 09:02:34-07","2024-06-15","2024","6",NULL,NULL,"e25bfa39-b7c2-418a-9dd1-af0fa6677fab"
"San Bernardino","Hesperia Fire","1078","34.30769","-117.28811","Wildfire","2024-06-15 11:49:39-07","2024-06-15","2024","6",NULL,NULL,"d110b1b2-327e-43e9-9c26-d49a1fbcbf15"
"Sacramento","Excelsior Fire","877","38.52658","-121.28408","Wildfire","2024-06-16 05:19:53-07","2024-06-16","2024","6",NULL,NULL,"2aad2b91-45f7-42b9-8299-1cdf3aacf1c2"
"Riverside","Lisa Fire","890","33.943389","-117.06443","Wildfire","2024-06-16 06:13:44-07","2024-06-16","2024","6",NULL,NULL,"38faf6b6-365c-45f8-9e45-a6d121a4178b"
